"IPR","gene","description"
"IPR020103","EfaB_MINUS_32574.g2457","Pseudouridine synthase, catalytic domain"
"IPR020103","EfaB_MINUS_17400.g1565","Pseudouridine synthase, catalytic domain"
"IPR020103","EfaB_PLUS_6897.g640","Pseudouridine synthase, catalytic domain"
"IPR020103","EfaB_MINUS_4891.g452","Pseudouridine synthase, catalytic domain"
"IPR020103","EfaB_PLUS_27770.g2212","Pseudouridine synthase, catalytic domain"
"IPR020119","EfaB_PLUS_20412.g1712","Pseudouridine synthase TruD, conserved site"
"IPR020422","EfaB_PLUS_49504.g2716","Dual specificity phosphatase, subgroup, catalytic domain"
"IPR020422","EfaB_MINUS_15349.g1301","Dual specificity phosphatase, subgroup, catalytic domain"
"IPR020422","EfaB_MINUS_15648.g1391","Dual specificity phosphatase, subgroup, catalytic domain"
"IPR020422","EfaB_PLUS_4114.g417","Dual specificity phosphatase, subgroup, catalytic domain"
"IPR020422","EfaB_PLUS_13227.g1158","Dual specificity phosphatase, subgroup, catalytic domain"
"IPR020456","EfaB_MINUS_9324.g887","Acylphosphatase"
"IPR020471","EfaB_MINUS_21840.g1884","Aldo/keto reductase subgroup"
"IPR020471","EfaB_MINUS_21840.g1883","Aldo/keto reductase subgroup"
"IPR020472","EfaB_MINUS_7099.g706","G-protein beta WD-40 repeat"
"IPR020472","EfaB_PLUS_11882.g1028","G-protein beta WD-40 repeat"
"IPR020472","EfaB_PLUS_53301.g2785","G-protein beta WD-40 repeat"
"IPR020472","EfaB_PLUS_42996.g2605","G-protein beta WD-40 repeat"
"IPR020472","EfaB_MINUS_4114.g402","G-protein beta WD-40 repeat"
"IPR020472","EfaB_PLUS_7742.g732","G-protein beta WD-40 repeat"
"IPR020472","EfaB_MINUS_31746.g2427","G-protein beta WD-40 repeat"
"IPR020472","EfaB_MINUS_52892.g2872","G-protein beta WD-40 repeat"
"IPR020472","EfaB_MINUS_52892.g2857","G-protein beta WD-40 repeat"
"IPR020472","EfaB_MINUS_10843.g941","G-protein beta WD-40 repeat"
"IPR020472","EfaB_MINUS_22450.g1924","G-protein beta WD-40 repeat"
"IPR020472","EfaB_PLUS_26415.g2157","G-protein beta WD-40 repeat"
"IPR020472","EfaB_MINUS_52892.g2856","G-protein beta WD-40 repeat"
"IPR020472","EfaB_PLUS_39892.g2553","G-protein beta WD-40 repeat"
"IPR020472","EfaB_PLUS_6743.g615","G-protein beta WD-40 repeat"
"IPR020472","EfaB_MINUS_7048.g674","G-protein beta WD-40 repeat"
"IPR020472","EfaB_MINUS_12065.g1062","G-protein beta WD-40 repeat"
"IPR020537","EfaB_MINUS_7048.g635","ATPase, F0 complex, subunit C, DCCD-binding site"
"IPR020541","EfaB_MINUS_193.g2","Chorismate synthase, conserved site"
"IPR020546","EfaB_PLUS_15899.g1399","ATPase, F1 complex, delta/epsilon subunit, N-terminal"
"IPR020548","EfaB_PLUS_228.g20","Fructose-1,6-bisphosphatase, active site"
"IPR020549","EfaB_MINUS_15349.g1288","Uncharacterised protein family UPF0054, conserved site"
"IPR020550","EfaB_PLUS_20371.g1694","Inositol monophosphatase, conserved site"
"IPR020550","EfaB_PLUS_14053.g1196","Inositol monophosphatase, conserved site"
"IPR020554","EfaB_MINUS_7742.g745","Uncharacterised protein family UPF0021, conserved site"
"IPR020557","EfaB_MINUS_17907.g1648","Fumarate lyase, conserved site"
"IPR020568","EfaB_MINUS_18869.g1679","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_MINUS_34010.g2546","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_PLUS_13227.g1159","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_PLUS_32601.g2378","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_PLUS_26831.g2175","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_PLUS_17195.g1491","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_PLUS_15648.g1343","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_MINUS_33184.g2486","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_MINUS_32574.g2453","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_PLUS_4993.g466","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_MINUS_52892.g2858","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_MINUS_38343.g2618","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_MINUS_31498.g2396","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_PLUS_40565.g2574","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_PLUS_22450.g1883","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_MINUS_53301.g2878","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_PLUS_11414.g1003","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_PLUS_7742.g792","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_PLUS_15745.g1368","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_PLUS_3469.g364","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_PLUS_228.g28","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_PLUS_17096.g1476","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_MINUS_20412.g1838","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_MINUS_12324.g1087","Ribosomal protein S5 domain 2-type fold"
"IPR020568","EfaB_MINUS_12616.g1113","Ribosomal protein S5 domain 2-type fold"
"IPR020574","EfaB_PLUS_22450.g1883","Ribosomal protein S9, conserved site"
"IPR020574","EfaB_PLUS_15648.g1343","Ribosomal protein S9, conserved site"
"IPR020575","EfaB_PLUS_17195.g1491","Heat shock protein Hsp90, N-terminal"
"IPR020575","EfaB_MINUS_20412.g1838","Heat shock protein Hsp90, N-terminal"
"IPR020575","EfaB_MINUS_32574.g2453","Heat shock protein Hsp90, N-terminal"
"IPR020575","EfaB_PLUS_11414.g1003","Heat shock protein Hsp90, N-terminal"
"IPR020578","EfaB_MINUS_25458.g2203","Aminotransferase class-V pyridoxal-phosphate binding site"
"IPR020578","EfaB_PLUS_6035.g573","Aminotransferase class-V pyridoxal-phosphate binding site"
"IPR020583","EfaB_PLUS_14053.g1196","Inositol monophosphatase, metal-binding site"
"IPR020587","EfaB_MINUS_15899.g1465","DNA recombination/repair protein RecA, monomer-monomer interface"
"IPR020587","EfaB_MINUS_11882.g1045","DNA recombination/repair protein RecA, monomer-monomer interface"
"IPR020588","EfaB_MINUS_11882.g1045","DNA recombination/repair protein RecA/RadB, ATP-binding domain"
"IPR020588","EfaB_MINUS_15899.g1465","DNA recombination/repair protein RecA/RadB, ATP-binding domain"
"IPR020588","EfaB_PLUS_26415.g2147","DNA recombination/repair protein RecA/RadB, ATP-binding domain"
"IPR020588","EfaB_MINUS_22450.g1953","DNA recombination/repair protein RecA/RadB, ATP-binding domain"
"IPR020596","EfaB_PLUS_26792.g2164","Ribosomal RNA adenine methylase transferase, conserved site"
"IPR020598","EfaB_PLUS_31498.g2326","Ribosomal RNA adenine methylase transferase, N-terminal"
"IPR020598","EfaB_PLUS_26792.g2164","Ribosomal RNA adenine methylase transferase, N-terminal"
"IPR020602","EfaB_PLUS_5792.g546","GTP cyclohydrolase I/Nitrile oxidoreductase"
"IPR020605","EfaB_PLUS_37748.g2507","Octanoyltransferase, conserved site"
"IPR020606","EfaB_MINUS_7048.g668","Ribosomal protein S7, conserved site"
"IPR020608","EfaB_MINUS_5788.g511","RNA polymerase, subunit H/Rpb5, conserved site"
"IPR020610","EfaB_MINUS_6253.g579","Thiolase, active site"
"IPR020612","EfaB_PLUS_4114.g406","Methylthiotransferase, conserved site"
"IPR020613","EfaB_MINUS_6253.g579","Thiolase, conserved site"
"IPR020613","EfaB_PLUS_22450.g1873","Thiolase, conserved site"
"IPR020615","EfaB_MINUS_6253.g579","Thiolase, acyl-enzyme intermediate active site"
"IPR020616","EfaB_PLUS_22450.g1873","Thiolase, N-terminal"
"IPR020616","EfaB_MINUS_6253.g579","Thiolase, N-terminal"
"IPR020617","EfaB_PLUS_22450.g1873","Thiolase, C-terminal"
"IPR020617","EfaB_MINUS_6253.g579","Thiolase, C-terminal"
"IPR020635","EfaB_PLUS_8837.g877","Tyrosine-protein kinase, catalytic domain"
"IPR020635","EfaB_MINUS_43533.g2779","Tyrosine-protein kinase, catalytic domain"
"IPR020683","EfaB_PLUS_13398.g1176","Ankyrin repeat-containing domain"
"IPR020683","EfaB_MINUS_56725.g2969","Ankyrin repeat-containing domain"
"IPR020683","EfaB_PLUS_1068.g145","Ankyrin repeat-containing domain"
"IPR020683","EfaB_MINUS_40637.g2681","Ankyrin repeat-containing domain"
"IPR020683","EfaB_MINUS_22450.g1935","Ankyrin repeat-containing domain"
"IPR020683","EfaB_PLUS_24117.g1966","Ankyrin repeat-containing domain"
"IPR020683","EfaB_MINUS_22960.g1973","Ankyrin repeat-containing domain"
"IPR020683","EfaB_PLUS_25177.g2056","Ankyrin repeat-containing domain"
"IPR020683","EfaB_MINUS_13222.g1150","Ankyrin repeat-containing domain"
"IPR020683","EfaB_PLUS_53301.g2772","Ankyrin repeat-containing domain"
"IPR020683","EfaB_MINUS_2336.g264","Ankyrin repeat-containing domain"
"IPR020683","EfaB_PLUS_5788.g538","Ankyrin repeat-containing domain"
"IPR020683","EfaB_PLUS_15648.g1313","Ankyrin repeat-containing domain"
"IPR020683","EfaB_PLUS_20371.g1683","Ankyrin repeat-containing domain"
"IPR020683","EfaB_PLUS_4891.g464","Ankyrin repeat-containing domain"
"IPR020683","EfaB_PLUS_22450.g1838","Ankyrin repeat-containing domain"
"IPR020683","EfaB_MINUS_14978.g1264","Ankyrin repeat-containing domain"
"IPR020683","EfaB_PLUS_7048.g669","Ankyrin repeat-containing domain"
"IPR020683","EfaB_MINUS_24117.g2054","Ankyrin repeat-containing domain"
"IPR020683","EfaB_MINUS_42996.g2706","Ankyrin repeat-containing domain"
"IPR020683","EfaB_PLUS_56725.g2847","Ankyrin repeat-containing domain"
"IPR020683","EfaB_PLUS_17096.g1459","Ankyrin repeat-containing domain"
"IPR020683","EfaB_MINUS_6097.g570","Ankyrin repeat-containing domain"
"IPR020683","EfaB_MINUS_42416.g2689","Ankyrin repeat-containing domain"
"IPR020683","EfaB_PLUS_32574.g2368","Ankyrin repeat-containing domain"
"IPR020683","EfaB_MINUS_18869.g1674","Ankyrin repeat-containing domain"
"IPR020683","EfaB_MINUS_22732.g1967","Ankyrin repeat-containing domain"
"IPR020683","EfaB_MINUS_19717.g1720","Ankyrin repeat-containing domain"
"IPR020708","EfaB_MINUS_25052.g2129","DNA-directed RNA polymerase, 14-18kDa subunit, conserved site"
"IPR020783","EfaB_MINUS_33184.g2496","Ribosomal protein L11, C-terminal"
"IPR020783","EfaB_PLUS_24117.g1981","Ribosomal protein L11, C-terminal"
"IPR020784","EfaB_PLUS_24117.g1981","Ribosomal protein L11, N-terminal"
"IPR020784","EfaB_MINUS_33184.g2496","Ribosomal protein L11, N-terminal"
"IPR020785","EfaB_PLUS_24117.g1981","Ribosomal protein L11, conserved site"
"IPR020789","EfaB_MINUS_23272.g2047","RNA polymerases, subunit N, zinc binding site"
"IPR020795","EfaB_MINUS_16835.g1498","Origin recognition complex, subunit 3"
"IPR020801","EfaB_MINUS_43533.g2732","Polyketide synthase, acyl transferase domain"
"IPR020801","EfaB_PLUS_107.g1","Polyketide synthase, acyl transferase domain"
"IPR020801","EfaB_MINUS_15899.g1456","Polyketide synthase, acyl transferase domain"
"IPR020801","EfaB_PLUS_39892.g2546","Polyketide synthase, acyl transferase domain"
"IPR020806","EfaB_PLUS_39892.g2546","Polyketide synthase, phosphopantetheine-binding domain"
"IPR020806","EfaB_MINUS_27413.g2280","Polyketide synthase, phosphopantetheine-binding domain"
"IPR020806","EfaB_MINUS_43533.g2732","Polyketide synthase, phosphopantetheine-binding domain"
"IPR020806","EfaB_MINUS_14978.g1283","Polyketide synthase, phosphopantetheine-binding domain"
"IPR020807","EfaB_PLUS_107.g1","Polyketide synthase, dehydratase domain"
"IPR020807","EfaB_MINUS_43533.g2732","Polyketide synthase, dehydratase domain"
"IPR020809","EfaB_MINUS_31498.g2397","Enolase, conserved site"
"IPR020810","EfaB_MINUS_31498.g2397","Enolase, C-terminal"
"IPR020811","EfaB_MINUS_31498.g2397","Enolase, N-terminal"
"IPR020813","EfaB_MINUS_7048.g663","Fibrillarin, conserved site"
"IPR020818","EfaB_MINUS_5670.g473","Chaperonin Cpn10"
"IPR020818","EfaB_MINUS_50714.g2850","Chaperonin Cpn10"
"IPR020819","EfaB_PLUS_17096.g1463","DNA repair nuclease, XPF-type/Helicase"
"IPR020819","EfaB_MINUS_5792.g543","DNA repair nuclease, XPF-type/Helicase"
"IPR020826","EfaB_MINUS_23143.g1998","Transketolase binding site"
"IPR020826","EfaB_PLUS_15899.g1396","Transketolase binding site"
"IPR020827","EfaB_MINUS_31498.g2403","Asparaginase/glutaminase, conserved site"
"IPR020828","EfaB_MINUS_49504.g2799","Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain"
"IPR020828","EfaB_MINUS_14978.g1252","Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain"
"IPR020828","EfaB_MINUS_17096.g1528","Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain"
"IPR020829","EfaB_MINUS_14978.g1252","Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain"
"IPR020829","EfaB_MINUS_17096.g1528","Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain"
"IPR020829","EfaB_MINUS_49504.g2799","Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain"
"IPR020830","EfaB_MINUS_14978.g1252","Glyceraldehyde 3-phosphate dehydrogenase, active site"
"IPR020830","EfaB_MINUS_17096.g1528","Glyceraldehyde 3-phosphate dehydrogenase, active site"
"IPR020830","EfaB_MINUS_49504.g2799","Glyceraldehyde 3-phosphate dehydrogenase, active site"
"IPR020831","EfaB_MINUS_14978.g1252","Glyceraldehyde/Erythrose phosphate dehydrogenase family"
"IPR020831","EfaB_MINUS_49504.g2799","Glyceraldehyde/Erythrose phosphate dehydrogenase family"
"IPR020831","EfaB_MINUS_17096.g1528","Glyceraldehyde/Erythrose phosphate dehydrogenase family"
"IPR020835","EfaB_MINUS_17400.g1576","Catalase-like domain"
"IPR020841","EfaB_MINUS_43533.g2732","Polyketide synthase, beta-ketoacyl synthase domain"
"IPR020841","EfaB_MINUS_27413.g2280","Polyketide synthase, beta-ketoacyl synthase domain"
"IPR020841","EfaB_MINUS_7780.g819","Polyketide synthase, beta-ketoacyl synthase domain"
"IPR020841","EfaB_PLUS_39892.g2546","Polyketide synthase, beta-ketoacyl synthase domain"
"IPR020841","EfaB_MINUS_14978.g1283","Polyketide synthase, beta-ketoacyl synthase domain"
"IPR020842","EfaB_MINUS_43533.g2732","Polyketide synthase/Fatty acid synthase, KR"
"IPR020842","EfaB_MINUS_37748.g2604","Polyketide synthase/Fatty acid synthase, KR"
"IPR020842","EfaB_PLUS_39892.g2546","Polyketide synthase/Fatty acid synthase, KR"
"IPR020842","EfaB_MINUS_106.g1","Polyketide synthase/Fatty acid synthase, KR"
"IPR020842","EfaB_PLUS_15765.g1388","Polyketide synthase/Fatty acid synthase, KR"
"IPR020843","EfaB_MINUS_43533.g2732","Polyketide synthase, enoylreductase"
"IPR020843","EfaB_MINUS_8664.g834","Polyketide synthase, enoylreductase"
"IPR020843","EfaB_PLUS_17907.g1576","Polyketide synthase, enoylreductase"
"IPR020843","EfaB_MINUS_14978.g1283","Polyketide synthase, enoylreductase"
"IPR020845","EfaB_MINUS_8817.g873","AMP-binding, conserved site"
"IPR020845","EfaB_MINUS_8675.g865","AMP-binding, conserved site"
"IPR020845","EfaB_MINUS_43533.g2732","AMP-binding, conserved site"
"IPR020845","EfaB_PLUS_43533.g2660","AMP-binding, conserved site"
"IPR020845","EfaB_PLUS_50714.g2735","AMP-binding, conserved site"
"IPR020846","EfaB_PLUS_17907.g1546","Major facilitator superfamily domain"
"IPR020846","EfaB_PLUS_37748.g2509","Major facilitator superfamily domain"
"IPR020846","EfaB_PLUS_17096.g1475","Major facilitator superfamily domain"
"IPR020846","EfaB_PLUS_1425.g184","Major facilitator superfamily domain"
"IPR020846","EfaB_PLUS_5767.g509","Major facilitator superfamily domain"
"IPR020846","EfaB_PLUS_2526.g313","Major facilitator superfamily domain"
"IPR020846","EfaB_PLUS_7900.g810","Major facilitator superfamily domain"
"IPR020846","EfaB_MINUS_43533.g2726","Major facilitator superfamily domain"
"IPR020846","EfaB_PLUS_497.g45","Major facilitator superfamily domain"
"IPR020846","EfaB_MINUS_33854.g2521","Major facilitator superfamily domain"
"IPR020849","EfaB_MINUS_25052.g2115","Small GTPase superfamily, Ras type"
"IPR020849","EfaB_MINUS_7048.g647","Small GTPase superfamily, Ras type"
"IPR020849","EfaB_PLUS_3469.g354","Small GTPase superfamily, Ras type"
"IPR020849","EfaB_PLUS_6035.g571","Small GTPase superfamily, Ras type"
"IPR020849","EfaB_MINUS_10824.g924","Small GTPase superfamily, Ras type"
"IPR020849","EfaB_PLUS_34010.g2462","Small GTPase superfamily, Ras type"
"IPR020849","EfaB_PLUS_6743.g634","Small GTPase superfamily, Ras type"
"IPR020849","EfaB_MINUS_276.g39","Small GTPase superfamily, Ras type"
"IPR020849","EfaB_MINUS_31498.g2407","Small GTPase superfamily, Ras type"
"IPR020849","EfaB_PLUS_5767.g512","Small GTPase superfamily, Ras type"
"IPR020849","EfaB_PLUS_49504.g2696","Small GTPase superfamily, Ras type"
"IPR020850","EfaB_PLUS_10331.g901","GTPase effector domain, GED"
"IPR020850","EfaB_PLUS_50714.g2738","GTPase effector domain, GED"
"IPR020861","EfaB_MINUS_18749.g1666","Triosephosphate isomerase, active site"
"IPR020864","EfaB_MINUS_27413.g2288","Membrane attack complex component/perforin (MACPF) domain"
"IPR020892","EfaB_PLUS_5788.g538","Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"IPR020892","EfaB_PLUS_56725.g2821","Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"IPR020892","EfaB_MINUS_11882.g1038","Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"IPR020892","EfaB_MINUS_22494.g1956","Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"IPR020892","EfaB_MINUS_33184.g2509","Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"IPR020892","EfaB_PLUS_22450.g1851","Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"IPR020892","EfaB_PLUS_13227.g1152","Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"IPR020895","EfaB_MINUS_17907.g1617","Frataxin conserved site"
"IPR020902","EfaB_PLUS_22284.g1810","Actin/actin-like conserved site"
"IPR020904","EfaB_PLUS_15765.g1388","Short-chain dehydrogenase/reductase, conserved site"
"IPR020904","EfaB_MINUS_49504.g2821","Short-chain dehydrogenase/reductase, conserved site"
"IPR020904","EfaB_MINUS_37748.g2604","Short-chain dehydrogenase/reductase, conserved site"
"IPR020929","EfaB_PLUS_800.g77","Ribosomal protein L5, conserved site"
"IPR020934","EfaB_PLUS_800.g87","Ribosomal protein S19 conserved site"
"IPR020940","EfaB_MINUS_17195.g1545","Thymidylate synthase, active site"
"IPR021013","EfaB_MINUS_16835.g1491","ATPase, vacuolar ER assembly factor, Vma12"
"IPR021109","EfaB_PLUS_21840.g1793","Peptidase aspartic"
"IPR021109","EfaB_MINUS_56725.g2976","Peptidase aspartic"
"IPR021109","EfaB_MINUS_11414.g1009","Peptidase aspartic"
"IPR021109","EfaB_MINUS_2387.g275","Peptidase aspartic"
"IPR021109","EfaB_PLUS_7048.g659","Peptidase aspartic"
"IPR021109","EfaB_MINUS_20412.g1833","Peptidase aspartic"
"IPR021109","EfaB_PLUS_50054.g2727","Peptidase aspartic"
"IPR021109","EfaB_PLUS_50054.g2717","Peptidase aspartic"
"IPR021129","EfaB_PLUS_7048.g683","Sterile alpha motif, type 1"
"IPR021131","EfaB_MINUS_28203.g2329","Ribosomal protein L18e/L15P"
"IPR021131","EfaB_PLUS_6743.g608","Ribosomal protein L18e/L15P"
"IPR021131","EfaB_MINUS_13398.g1202","Ribosomal protein L18e/L15P"
"IPR021132","EfaB_MINUS_28203.g2329","Ribosomal protein L18e, conserved site"
"IPR021133","EfaB_PLUS_33854.g2423","HEAT, type 2"
"IPR021133","EfaB_MINUS_33184.g2507","HEAT, type 2"
"IPR021133","EfaB_MINUS_11414.g1018","HEAT, type 2"
"IPR021133","EfaB_MINUS_25177.g2141","HEAT, type 2"
"IPR021133","EfaB_MINUS_8664.g839","HEAT, type 2"
"IPR021133","EfaB_MINUS_10824.g923","HEAT, type 2"
"IPR021134","EfaB_PLUS_27413.g2201","Bestrophin/UPF0187"
"IPR021138","EfaB_MINUS_19222.g1687","Ribosomal protein L18a"
"IPR021150","EfaB_PLUS_8664.g825","Ubiquinol-cytochrome c chaperone/UPF0174"
"IPR021150","EfaB_PLUS_22284.g1813","Ubiquinol-cytochrome c chaperone/UPF0174"
"IPR021151","EfaB_PLUS_28105.g2217","GINS complex"
"IPR021151","EfaB_MINUS_56725.g2922","GINS complex"
"IPR021183","EfaB_PLUS_43533.g2661","N-terminal acetyltransferase A, auxiliary subunit"
"IPR021288","EfaB_PLUS_193.g6","Sporozoite TA4 surface antigen"
"IPR021288","EfaB_PLUS_49504.g2703","Sporozoite TA4 surface antigen"
"IPR021288","EfaB_PLUS_25458.g2090","Sporozoite TA4 surface antigen"
"IPR021288","EfaB_PLUS_17089.g1451","Sporozoite TA4 surface antigen"
"IPR021288","EfaB_PLUS_3222.g332","Sporozoite TA4 surface antigen"
"IPR021288","EfaB_MINUS_7048.g636","Sporozoite TA4 surface antigen"
"IPR021288","EfaB_MINUS_56725.g2963","Sporozoite TA4 surface antigen"
"IPR021288","EfaB_PLUS_7048.g677","Sporozoite TA4 surface antigen"
"IPR021288","EfaB_PLUS_2074.g242","Sporozoite TA4 surface antigen"
"IPR021288","EfaB_MINUS_22450.g1915","Sporozoite TA4 surface antigen"
"IPR021288","EfaB_MINUS_7048.g637","Sporozoite TA4 surface antigen"
"IPR021288","EfaB_MINUS_6743.g610","Sporozoite TA4 surface antigen"
"IPR021298","EfaB_MINUS_24117.g2085","Protein of unknown function DUF2870"
"IPR021366","EfaB_MINUS_14667.g1232","Protein of unknown function DUF2981"
"IPR021418","EfaB_MINUS_25458.g2201","THO complex, subunitTHOC2, C-terminal"
"IPR021602","EfaB_PLUS_14053.g1195","Protein of unknown function DUF3223"
"IPR021610","EfaB_PLUS_4114.g418","Protein of unknown function DUF3228"
"IPR021691","EfaB_PLUS_43533.g2651","Protein of unknown function DUF3273"
"IPR021691","EfaB_MINUS_7742.g728","Protein of unknown function DUF3273"
"IPR021691","EfaB_MINUS_31498.g2394","Protein of unknown function DUF3273"
"IPR021691","EfaB_PLUS_50054.g2730","Protein of unknown function DUF3273"
"IPR021691","EfaB_MINUS_2336.g269","Protein of unknown function DUF3273"
"IPR021691","EfaB_MINUS_20371.g1772","Protein of unknown function DUF3273"
"IPR021715","EfaB_MINUS_13716.g1222","Pre-mRNA splicing Prp18-interacting factor"
"IPR021771","EfaB_PLUS_28203.g2233","Triacylglycerol lipase"
"IPR021773","EfaB_PLUS_43533.g2657","Foie gras liver health family 1"
"IPR021786","EfaB_MINUS_56725.g2979","Domain of unknown function DUF3351"
"IPR021841","EfaB_MINUS_13227.g1169","Protein of unknown function DUF3434"
"IPR021843","EfaB_PLUS_24701.g2018","Protein of unknown function DUF3437"
"IPR021846","EfaB_PLUS_24074.g1962","Protein of unknown function DUF3441"
"IPR021859","EfaB_PLUS_15899.g1395","Protein of unknown function DUF3469"
"IPR021869","EfaB_MINUS_31746.g2447","Ribonuclease Zc3h12a-like"
"IPR021869","EfaB_PLUS_23143.g1926","Ribonuclease Zc3h12a-like"
"IPR021869","EfaB_MINUS_31746.g2435","Ribonuclease Zc3h12a-like"
"IPR021891","EfaB_MINUS_2074.g239","Telomerase ribonucleoprotein complex - RNA-binding domain"
"IPR021911","EfaB_MINUS_28261.g2334","ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523"
"IPR021933","EfaB_PLUS_15899.g1401","Protein of unknown function DUF3546"
"IPR021966","EfaB_PLUS_8675.g855","Splicing factor SF3a60 binding domain"
"IPR021967","EfaB_PLUS_12302.g1056","Nuclear protein 96"
"IPR021983","EfaB_PLUS_7900.g809","PRP8 domain IV core"
"IPR022023","EfaB_PLUS_31746.g2334","U1 small nuclear ribonucleoprotein of 70kDa N-terminal"
"IPR022030","EfaB_PLUS_17907.g1557","Pre-mRNA splicing factor PRP21-like protein"
"IPR022033","EfaB_MINUS_7048.g639","RAVE complex protein Rav1 C-terminal"
"IPR022035","EfaB_MINUS_11789.g1034","Phosphorylated CTD interacting factor 1, WW domain"
"IPR022039","EfaB_PLUS_13441.g1181","Temperature dependent protein affecting M2 dsRNA replication, C-terminal"
"IPR022040","EfaB_PLUS_13441.g1181","Temperature dependent protein affecting M2 dsRNA replication, N-terminal"
"IPR022052","EfaB_MINUS_27413.g2289","Histone-binding protein RBBP4"
"IPR022074","EfaB_MINUS_1307.g176","Protein of unknown function DUF3626"
"IPR022074","EfaB_MINUS_34010.g2560","Protein of unknown function DUF3626"
"IPR022075","EfaB_PLUS_15648.g1332","Symplekin  C-terminal"
"IPR022083","EfaB_MINUS_14978.g1269","KIF-1 binding protein"
"IPR022086","EfaB_MINUS_43533.g2731","Inner membrane complex protein"
"IPR022086","EfaB_MINUS_15697.g1398","Inner membrane complex protein"
"IPR022086","EfaB_PLUS_15745.g1367","Inner membrane complex protein"
"IPR022086","EfaB_MINUS_8664.g827","Inner membrane complex protein"
"IPR022086","EfaB_PLUS_43533.g2633","Inner membrane complex protein"
"IPR022086","EfaB_PLUS_23143.g1911","Inner membrane complex protein"
"IPR022086","EfaB_PLUS_23210.g1930","Inner membrane complex protein"
"IPR022086","EfaB_MINUS_13398.g1198","Inner membrane complex protein"
"IPR022086","EfaB_MINUS_20412.g1814","Inner membrane complex protein"
"IPR022087","EfaB_PLUS_7742.g796","Protein of unknown function DUF3633"
"IPR022099","EfaB_MINUS_31498.g2398","Protein of unknown function DUF3638"
"IPR022105","EfaB_MINUS_31498.g2398","Protein of unknown function DUF3645"
"IPR022127","EfaB_PLUS_28261.g2242","Protein of unknown function DUF3661, vaculolar transmembrane"
"IPR022140","EfaB_PLUS_21566.g1780","Kinesin protein 1B"
"IPR022162","EfaB_PLUS_6743.g630","Protein of unknown function DUF3689"
"IPR022185","EfaB_MINUS_20371.g1747","Protein of unknown function DUF3712"
"IPR022192","EfaB_MINUS_17150.g1544","Mitochondrial degradasome RNA helicase subunit, C-terminal domain"
"IPR022209","EfaB_PLUS_56725.g2813","Pre-mRNA splicing factor"
"IPR022226","EfaB_MINUS_4114.g406","Protein of unknown function DUF3752"
"IPR022238","EfaB_PLUS_15576.g1288","Uncharacterised protein family, methyltransferase, Williams-Beuren syndrome"
"IPR022278","EfaB_MINUS_22450.g1946","Phosphoserine aminotransferase"
"IPR022309","EfaB_PLUS_6743.g619","Ribosomal protein S8e/ribosomal biogenesis NSA2"
"IPR022309","EfaB_MINUS_13441.g1208","Ribosomal protein S8e/ribosomal biogenesis NSA2"
"IPR022310","EfaB_MINUS_11414.g1020","NAD/GMP synthase"
"IPR022383","EfaB_PLUS_17096.g1473","Lactate/malate dehydrogenase, C-terminal"
