[Gene ID]	[Fold Change]	[Chosen Comp (log2)]	[Chosen Ref (log2)]	[Previous ID(s)]	
TGME49_300260	1	6.09	6.05	145.m00604, 1886.t000016, TGME49_100260, TgGLEAN_8313, TgGlmHMM_0491, TgTigrScan_6451, TgTwinScan_0714, mrna.TGME49_100260A, tigr:cds.TGME49_100260A	
TGME49_300270	-1.2	4.18	4.5	145.m00605, 1886.t000015, TGME49_100270, TgGLEAN_8312, TgGlmHMM_0491, TgTigrScan_6451, TgTwinScan_0715, mrna.TGME49_100270A, tigr:cds.TGME49_100270A	
TGME49_300280	-1.1	7.39	7.49	145.m00346, 1886.t000014, TGME49_100280, TgGLEAN_8348, TgGlmHMM_0492, TgTigrScan_6452, TgTwinScan_0716, mrna.TGME49_100280A, tigr:cds.TGME49_100280A	
TGME49_300285	-1.1	6.64	6.83	1886.t000013, TGME49_100285	
TGME49_300290	-1.5	2.97	3.53	145.m00592, 1886.t000012, TGME49_100290, TgGLEAN_8311, TgGlmHMM_0493, TgTigrScan_6453, TgTwinScan_0717, mrna.TGME49_100290A, tigr:cds.TGME49_100290A	
TGME49_300300	-1.1	1.07	1.21	145.m00751, 1886.t000011, TGME49_100300, TgGlmHMM_0494, mrna.TGME49_100300A, tigr:cds.TGME49_100300A	
TGME49_300310	-1.2	6.13	6.36	145.m00347, 1886.t000010, TGME49_100310, TgGLEAN_8349, TgGlmHMM_0494, TgTigrScan_6454, TgTwinScan_0718, mrna.TGME49_100310A, tigr:cds.TGME49_100310A	
TGME49_300320	-1.3	2.54	2.91	145.m00349, 145.m00601, 1886.t000009, TGME49_100320, TgGLEAN_8309, TgGLEAN_8310, TgGlmHMM_0495, TgGlmHMM_0496, TgTigrScan_6455, TgTigrScan_6456, TgTwinScan_0719, mrna.TGME49_100320A, tigr:cds.TGME49_100320A	
TGME49_300330	-1.3	2.91	3.29	145.m00349, 1886.t000008, TGME49_100330, TgGLEAN_8308, TgGlmHMM_0496, TgTigrScan_6456, TgTwinScan_0720, mrna.TGME49_100330A, tigr:cds.TGME49_100330A	
TGME49_300340	-1.2	3.71	3.97	145.m00350, 1886.t000007, TGME49_100340, TgGLEAN_8350, TgGLEAN_8351, TgGlmHMM_0497, TgTigrScan_6457, TgTwinScan_0721, TgTwinScan_0722, mrna.TGME49_100340A, tigr:cds.TGME49_100340A	
TGME49_300350	-1.4	4.02	4.53	145.m00351, 1886.t000006, TGME49_100350, TgGLEAN_8306, TgGLEAN_8307, TgGlmHMM_0498, TgTigrScan_6458, TgTwinScan_0723, mrna.TGME49_100350A, tigr:cds.TGME49_100350A	
TGME49_300360	-2	3.74	4.75	145.m00607, 1886.t000005, TGME49_100360, TgGLEAN_8352, TgGlmHMM_0499, TgTigrScan_6459, TgTwinScan_0724, mrna.TGME49_100360A, tigr:cds.TGME49_100360A	
TGME49_300370	-1.8	0	0.82	145.m00606, 1886.t000004, TGME49_100370, TgGLEAN_8353, TgGlmHMM_0500, TgTigrScan_6460, mrna.TGME49_100370A, tigr:cds.TGME49_100370A	
TGME49_300380	-1.5	5.19	5.78	145.m00353, 1886.t000003, TGME49_100380, TgTigrScan_6461, TgTwinScan_0725, mrna.TGME49_100380A, tigr:cds.TGME49_100380A	
TGME49_300601	-1	0	0.05	null	
TGME49_300604	1	0	0	1940.t000024, TGME49_100604	
TGME49_300606	1	0	0	1940.t000023, TGME49_100606	
TGME49_300608	1	0	0	1940.t000022, TGME49_100608	
TGME49_300611	1	0	0	null	
TGME49_300612	1	0	0	1940.t000020, TGME49_100612	
TGME49_300613	1	0	0	1940.t000019, TGME49_100613	
TGME49_300615	1	0	0	1940.t000018, TGME49_100615	
TGME49_300618	1	0	0	1940.t000017, TGME49_100618	
TGME49_300621	-1.1	0	0.13	null	
TGME49_300631	-1	0	0.03	null	
TGME49_300641	1	0	0	null	
TGME49_300650	1	0	0	1940.t000013, TGME49_100650, mrna.TGME49_100650A, tigr:cds.TGME49_100650A	
TGME49_300660	-1	0	0.02	148.m00014, 1940.t000012, TGME49_100660, mrna.TGME49_100660A, tigr:cds.TGME49_100660A	
TGME49_300680	-1	0	0.01	1940.t000011, TGME49_100680, mrna.TGME49_100680A, tigr:cds.TGME49_100680A	
TGME49_300690	-1	0	0.01	148.m00016, 1940.t000010, TGME49_100690, mrna.TGME49_100690A, tigr:cds.TGME49_100690A	
TGME49_300700	1	0	0	1940.t000009, TGME49_100700	
TGME49_300780	1	0	0	1886.t000001, TGME49_117100, TgTigrScan_5223	
TGME49_300790	1.3	1.78	1.46	160.m00013, 1886.t000002, TGME49_100790, TgGlmHMM_0555, TgTigrScan_4418, TgTwinScan_0783, mrna.TGME49_100790A, tigr:cds.TGME49_100790A	
TGME49_300980	-1.4	0.78	1.28	1896.t000045, TGME49_100980	
TGME49_300990	-1	8.35	8.42	162.m00304, 162.m00642, 1896.t000044, TGME49_100990, TgGLEAN_1479, TgGLEAN_1480, TgGlmHMM_0505, TgTigrScan_7500, TgTwinScan_0728, mrna.TGME49_100990A, tigr:cds.TGME49_100990A	
TGME49_301000	-1.3	2.13	2.48	162.m00305, 1896.t000043, TGME49_101000, TgGLEAN_1478, TgGlmHMM_0506, TgTigrScan_7501, TgTwinScan_0729, mrna.TGME49_101000A, tigr:cds.TGME49_101000A	
TGME49_301010	-1.5	3.1	3.7	162.m00306, 162.m00307, 1896.t000042, TGME49_101010, TgGLEAN_1485, TgGlmHMM_0507, TgTigrScan_7502, TgTigrScan_7503, TgTwinScan_0730, mrna.TGME49_101010A, tigr:cds.TGME49_101010A	
TGME49_301120	-1.5	3.15	3.77	162.m00308, 1896.t000041, TGME49_101120, TgGLEAN_1477, TgGlmHMM_0508, TgTigrScan_7504, TgTwinScan_0731, mrna.TGME49_101120A, tigr:cds.TGME49_101120A	
TGME49_301130	-1.3	4.84	5.26	162.m00505, 1896.t000040, TGME49_101130, TgGLEAN_1486, TgTwinScan_0732, mrna.TGME49_101130A, tigr:cds.TGME49_101130A	
TGME49_301140	1.1	0.61	0.43	162.m00309, 1896.t000039, TGME49_101140, TgGLEAN_1476, TgGlmHMM_0508, TgTigrScan_7505, TgTwinScan_0733, mrna.TGME49_101140A, tigr:cds.TGME49_101140A	
TGME49_301150	1.3	6.84	6.47	162.m00310, 1896.t000038, TGME49_101150, TgGLEAN_1475, TgGlmHMM_0509, TgTigrScan_7506, TgTwinScan_0734, mrna.TGME49_101150A, tigr:cds.TGME49_101150A	
TGME49_301160	1	5.98	5.94	162.m00311, 1896.t000037, TGME49_101160, TgGLEAN_1474, TgGlmHMM_0510, TgTigrScan_7507, TgTwinScan_0735, mrna.TGME49_101160A, tigr:cds.TGME49_101160A	
TGME49_301170	-1	5.71	5.76	162.m00312, 1896.t000036, TGME49_101170, TgGLEAN_1473, TgGlmHMM_0511, TgTigrScan_7508, TgTwinScan_0736, mrna.TGME49_101170A, tigr:cds.TGME49_101170A	
TGME49_301180	1	5.77	5.71	162.m00313, 1896.t000035, TGME49_101180, TgGLEAN_1472, TgGlmHMM_0512, TgTigrScan_7510, TgTwinScan_0737, mrna.TGME49_101180A, tigr:cds.TGME49_101180A	
TGME49_301190	-1.8	0.62	1.43	162.m00314, 1896.t000034, TGME49_101190, TgGLEAN_1472, TgGlmHMM_0512, TgTigrScan_7511, mrna.TGME49_101190A, tigr:cds.TGME49_101190A	
TGME49_301200	-1.8	0.35	1.16	162.m00315, 1896.t000033, TGME49_101200, TgGLEAN_1472, TgGlmHMM_0512, TgTigrScan_7511, mrna.TGME49_101200A, tigr:cds.TGME49_101200A	
TGME49_301210	-3.2	2.96	4.65	162.m00002, 162.m00506, 1896.t000032, TGME49_101210, TgGLEAN_1487, TgGlmHMM_0513, TgTigrScan_7512, TgTwinScan_0738, mrna.TGME49_101210A, tigr:cds.TGME49_101210A	
TGME49_301216	-1.2	3.25	3.51	1896.t000031, TGME49_101220, TgGLEAN_1471, TgGlmHMM_0514, TgTigrScan_0491, TgTwinScan_0739, mrna.TGME49_101220A, tigr:cds.TGME49_101220A	
TGME49_301218	-1.5	3.04	3.67	1896.t000030, TGME49_101220, TgGLEAN_1471, TgGlmHMM_0514, TgTigrScan_0491, TgTwinScan_0739	
TGME49_301222	-1.4	2.08	2.54	1896.t000029, TGME49_101220, TgGLEAN_1471, TgGlmHMM_0514, TgTigrScan_0491, TgTwinScan_0739	
TGME49_301240	-1.4	2.66	3.14	162.m00511, 1896.t000028, TGME49_101240, TgGLEAN_1470, TgGlmHMM_0516, TgTigrScan_0494, TgTwinScan_0741, mrna.TGME49_101240A, tigr:cds.TGME49_101240A	
TGME49_301250	-1.1	0.5	0.62	162.m00508, 1896.t000026, TGME49_101250, TgGLEAN_1490, TgGlmHMM_0517, TgTigrScan_0497, TgTwinScan_0742, mrna.TGME49_101250A, tigr:cds.TGME49_101250A	
TGME49_301260	-1.2	0.35	0.65	1896.t000046, TGME49_101260, mrna.TGME49_101260A, tigr:cds.TGME49_101260A	
TGME49_301270	-1.2	2.28	2.51	162.m00318, 1896.t000025, TGME49_101270, TgGLEAN_1491, TgGlmHMM_0517, TgTigrScan_0497, TgTigrScan_0498, TgTwinScan_0743, mrna.TGME49_101270A, tigr:cds.TGME49_101270A	
TGME49_301280	-1.6	3.06	3.74	162.m00640, 1896.t000047, TGME49_101280, mrna.TGME49_101280A, tigr:cds.TGME49_101280A	
TGME49_301290	-1.5	4.09	4.67	162.m00319, 1896.t000024, TGME49_101290, TgGLEAN_1467, TgGlmHMM_0518, TgTigrScan_0499, TgTwinScan_0744, mrna.TGME49_101290A, tigr:cds.TGME49_101290A	
TGME49_301300	-1.1	3.89	4.03	162.m00320, 1896.t000023, TGME49_101300, TgGlmHMM_0519, TgTwinScan_0745, mrna.TGME49_101300A, tigr:cds.TGME49_101300A	
TGME49_301310	-1.4	0.79	1.25	1896.t000022, TGME49_101310, TgGLEAN_1492, TgGlmHMM_0519, mrna.TGME49_101310A, tigr:cds.TGME49_101310A	
TGME49_301330	-1.2	0.78	1.02	162.m00639, 1896.t000021, TGME49_101330, TgTigrScan_0499, mrna.TGME49_101330A, tigr:cds.TGME49_101330A	
TGME49_301340	-1.4	3.6	4.05	162.m00513, 1896.t000020, TGME49_101340, TgGLEAN_1493, TgGlmHMM_0519, TgTigrScan_0500, TgTwinScan_0746, mrna.TGME49_101340A, tigr:cds.TGME49_101340A	
TGME49_301350	-1.2	3.36	3.63	162.m00644, 1896.t000019, TGME49_101350, TgGLEAN_1494, TgGlmHMM_0519, TgTigrScan_0500, TgTwinScan_0747, mrna.TGME49_101350A, tigr:cds.TGME49_101350A	
TGME49_301355	-1.2	3.94	4.25	1896.t000018, TGME49_101355	
TGME49_301360	-1.6	1.42	2.14	1896.t000017, TGME49_101360, TgGLEAN_1465, TgGlmHMM_0520, TgTigrScan_0501, TgTwinScan_0748, mrna.TGME49_101360A, tigr:cds.TGME49_101360A	
TGME49_301370	-3.3	0.24	1.96	162.m00510, 1896.t000016, TGME49_101370, TgGlmHMM_0520, mrna.TGME49_101370A, tigr:cds.TGME49_101370A	
TGME49_301380	-1.1	3.08	3.24	162.m00322, 1896.t000015, TGME49_101380, TgGLEAN_1463, TgGlmHMM_0520, TgTigrScan_0503, TgTwinScan_0749, mrna.TGME49_101380A, tigr:cds.TGME49_101380A	
TGME49_301390	-1.3	4.6	4.98	162.m00323, 1896.t000014, TGME49_101390, TgGLEAN_1495, TgGlmHMM_0521, TgTigrScan_0504, TgTwinScan_0750, mrna.TGME49_101390A, tigr:cds.TGME49_101390A	
TGME49_301400	-1.1	0.16	0.36	162.m00324, 1896.t000013, TGME49_101400, TgGLEAN_1462, TgGlmHMM_0522, TgTigrScan_0505, TgTwinScan_0751, mrna.TGME49_101400A, tigr:cds.TGME49_101400A	
TGME49_301410	-1.4	3.05	3.52	162.m00325, 1896.t000012, TGME49_101410, TgGLEAN_1496, TgGlmHMM_0523, TgTigrScan_0507, TgTigrScan_0508, TgTwinScan_0752, mrna.TGME49_101410A, tigr:cds.TGME49_101410A	
TGME49_301415	1	0	0	1896.t000011, TGME49_101415	
TGME49_301420	1.3	4.73	4.38	162.m00326, 1896.t000010, TGME49_101420, TgGLEAN_1497, TgGlmHMM_0524, TgTigrScan_0508, TgTwinScan_0753, mrna.TGME49_101420A, tigr:cds.TGME49_101420A	
TGME49_301430	-1.2	4	4.27	162.m00327, 1896.t000009, TGME49_101430, TgGLEAN_1498, TgGlmHMM_0524, TgTigrScan_0508, TgTwinScan_0754, mrna.TGME49_101430A, tigr:cds.TGME49_101430A	
TGME49_301440	1	5.09	5.07	162.m00001, 1896.t000008, TGME49_101440, TgGLEAN_1499, TgGlmHMM_0524, TgTigrScan_0510, TgTigrScan_4159, TgTwinScan_0755, mrna.TGME49_101440A, tigr:cds.TGME49_101440A	
TGME49_301450	-1.4	2.67	3.17	162.m00329, 1896.t000007, TGME49_101450, TgGLEAN_1500, TgGlmHMM_0525, TgTigrScan_4160, TgTwinScan_0756, mrna.TGME49_101450A, tigr:cds.TGME49_101450A	
TGME49_301460	-1.7	2.61	3.41	1896.t000006, TGME49_101460, TgGLEAN_1461, TgGlmHMM_0526, TgTigrScan_4161, TgTwinScan_0757, mrna.TGME49_101460A, tigr:cds.TGME49_101460A	
TGME49_301470	-1.5	3.38	3.92	162.m00330, 1896.t000005, TGME49_101470, TgGLEAN_1501, TgGlmHMM_0527, TgTigrScan_4162, TgTwinScan_0758, mrna.TGME49_101470A, tigr:cds.TGME49_101470A	
TGME49_301480	-1.4	4.31	4.75	1896.t000004, TGME49_101480	
TGME49_301690	-1.5	4.63	5.2	162.m00332, 1896.t000003, TGME49_101690, TgGLEAN_1503, TgGLEAN_1504, TgGlmHMM_0530, TgGlmHMM_0531, TgTigrScan_4165, TgTigrScan_4166, TgTwinScan_0760, mrna.TGME49_101690A, tigr:cds.TGME49_101690A	
TGME49_301890	-1.4	4.58	5.07	1908.t000001, 97.m00011, TGME49_096440, TgGlmHMM_0375, TgTigrScan_6498, mrna.TGME49_096440A, tigr:cds.TGME49_096440A	
TGME49_301996	1	0	0	1940.t000008, TGME49_101996	
TGME49_301998	1	0	0	1940.t000007, TGME49_101998	
TGME49_302000	1	0.09	0.04	1940.t000006, 207.m00013, TGME49_102000, mrna.TGME49_102000A, tigr:cds.TGME49_102000A	
TGME49_302003	1	0	0	1940.t000001, TGME49_102003	
TGME49_302005	1	0	0	1940.t000005, TGME49_102005	
TGME49_302007	1	0	0	1940.t000004, TGME49_102007	
TGME49_302009	1	0	0	1940.t000003, TGME49_102009	
TGME49_302050	1.1	0.3	0.18	1940.t000002, 207.m00015, TGME49_102050, mrna.TGME49_102050A, tigr:cds.TGME49_102050A	
TGME49_302053	1	0	0	1940.t000029	
TGME49_302055	-1	0	0.06	1940.t000026, 207.m00015, TGME49_102055, mrna.TGME49_102055, tigr:cds.TGME49_102055	
TGME49_302057	1	0	0	1940.t000027, TGME49_102057	
TGME49_302060	1.3	0.38	0.05	1940.t000028, TGME49_102060	
TGME49_302150	1	0	0	602.t000001, TGME49_102150, mrna.TGME49_102150A, tigr:cds.TGME49_102150A	
TGME49_302450	1	0	0	245.t000001, 268.m00004, TGME49_102450, mrna.TGME49_102450A, tigr:cds.TGME49_102450A	
TGME49_303050	1	0	0	151.t000001, 339.m00001, TGME49_103050, mrna.TGME49_103050A, tigr:cds.TGME49_103050A	
TGME49_303450	1	0	0	371.t000001, TGME49_103450, mrna.TGME49_103450A, tigr:cds.TGME49_103450A	
TGME49_304450	-1.3	1	1.37	1895.t000052, 540.m00325, TGME49_104450, TgGLEAN_3340, TgTigrScan_3579, mrna.TGME49_104450A, tigr:cds.TGME49_104450A	
TGME49_304460	-1.2	3.92	4.23	1895.t000053, 540.m00334, TGME49_104460, TgGLEAN_3338, TgGlmHMM_1871, TgTigrScan_3580, TgTwinScan_1894, mrna.TGME49_104460A, tigr:cds.TGME49_104460A	
TGME49_304470	-1.3	3.93	4.31	1895.t000054, 540.m00333, TGME49_104470, TgGLEAN_3337, TgGlmHMM_1871, TgTigrScan_3580, TgTwinScan_1895, mrna.TGME49_104470A, tigr:cds.TGME49_104470A	
TGME49_304480	-1.7	2.4	3.13	1895.t000055, 540.m00191, TGME49_104480, TgGLEAN_3340, TgTigrScan_3581, TgTwinScan_1896, mrna.TGME49_104480A, tigr:cds.TGME49_104480A	
TGME49_304490	-1.1	4.58	4.78	1895.t000056, 540.m00331, TGME49_104490, TgGLEAN_3336, TgGlmHMM_1871, TgTigrScan_3582, TgTwinScan_1897, mrna.TGME49_104490A, tigr:cds.TGME49_104490A	
TGME49_304500	-1.2	6.2	6.44	1895.t000057, 540.m00192, TGME49_104500, TgGLEAN_3341, TgGlmHMM_1872, TgTigrScan_3583, TgTwinScan_1898, mrna.TGME49_104500A, tigr:cds.TGME49_104500A	
TGME49_304520	-1.3	3.46	3.87	1895.t000058, 540.m00335, TGME49_104520, TgGLEAN_3342, TgGlmHMM_1872, TgTigrScan_3585, TgTigrScan_3586, TgTwinScan_1899, mrna.TGME49_104520A, tigr:cds.TGME49_104520A	
TGME49_304630	-2.2	0.51	1.64	1895.t000059, 540.m00194, TGME49_104630, TgGLEAN_3343, TgGlmHMM_1872, TgTigrScan_3587, TgTigrScan_3588, TgTwinScan_1901, mrna.TGME49_104630A, tigr:cds.TGME49_104630A	
TGME49_304640	-1.2	2.49	2.75	1895.t000060, 540.m00195, TGME49_104640, TgGLEAN_3334, TgGlmHMM_1873, TgTigrScan_3589, TgTwinScan_1902, mrna.TGME49_104640A, tigr:cds.TGME49_104640A	
TGME49_304650	-1.5	1.87	2.41	1895.t000061, 540.m00197, TGME49_104650, TgGLEAN_3333, TgGlmHMM_1873, TgTigrScan_3591, TgTigrScan_3592, TgTwinScan_1903, mrna.TGME49_104650A, tigr:cds.TGME49_104650A	
TGME49_304660	-1.1	4.37	4.45	1895.t000062, 540.m00198, TGME49_104660, TgGLEAN_3345, TgGlmHMM_1874, TgTigrScan_3593, TgTwinScan_1904, mrna.TGME49_104660A, tigr:cds.TGME49_104660A	
TGME49_304670	-1.6	0.17	0.86	1895.t000063, 540.m00199, TGME49_104670, TgGLEAN_3332, TgGlmHMM_1875, TgTigrScan_3594, TgTwinScan_1905, mrna.TGME49_104670A, tigr:cds.TGME49_104670A	
TGME49_304680	-1.5	3.49	4.11	1895.t000064, 540.m00200, TGME49_104680, TgGLEAN_3331, TgGlmHMM_1876, TgTigrScan_3595, TgTwinScan_1906, mrna.TGME49_104680A, tigr:cds.TGME49_104680A	
TGME49_304690	-1.2	2.13	2.4	1895.t000065, 540.m00412, TGME49_104690, TgGlmHMM_1876, TgTigrScan_3595, mrna.TGME49_104690A, tigr:cds.TGME49_104690A	
TGME49_304700	-1.3	3.23	3.61	1895.t000066, 540.m00328, TGME49_104700, TgGLEAN_3346, TgGLEAN_3347, TgGlmHMM_1877, TgTigrScan_3596, TgTigrScan_3597, TgTwinScan_1908, mrna.TGME49_104700A, tigr:cds.TGME49_104700A	
TGME49_304710	-1.1	5.53	5.62	1895.t000067, 540.m00201, TGME49_104710, TgGLEAN_3330, TgGlmHMM_1878, TgTigrScan_3598, TgTwinScan_1909, mrna.TGME49_104710A, tigr:cds.TGME49_104710A	
TGME49_304720	-1.3	0.98	1.32	1895.t000068, 540.m00202, TGME49_104720, TgGLEAN_3348, TgGlmHMM_1879, TgTigrScan_3599, TgTigrScan_3600, TgTwinScan_1910, mrna.TGME49_104720A, tigr:cds.TGME49_104720A	
TGME49_304730	-8.1	2.43	5.45	1895.t000069, 540.m00330, TGME49_104730, TgGLEAN_3329, TgGlmHMM_1880, mrna.TGME49_104730A, tigr:cds.TGME49_104730A	
TGME49_304740	-1.5	3.29	3.86	1895.t000070, 540.m00203, TGME49_104740, TgGLEAN_3328, TgGlmHMM_1880, TgTigrScan_3601, TgTwinScan_1912, mrna.TGME49_104740A, tigr:cds.TGME49_104740A	
TGME49_304750	-1.5	2.45	3.03	1895.t000071, 540.m00204, TGME49_104750, TgGLEAN_3350, TgGlmHMM_1881, TgTigrScan_3602, TgTwinScan_1913, mrna.TGME49_104750A, tigr:cds.TGME49_104750A	
TGME49_304755	-1.4	1.44	1.94	1895.t000072, TGME49_104755	
TGME49_304760	-1.4	4.02	4.56	1895.t000073, 540.m00205, TGME49_104760, TgGLEAN_3351, TgGlmHMM_1881, TgTigrScan_3603, TgTigrScan_3604, TgTwinScan_1914, mrna.TGME49_104760A, tigr:cds.TGME49_104760A	
TGME49_304770	-1.4	6.49	7.01	1895.t000074, 540.m00206, TGME49_104770, TgGLEAN_3327, TgGlmHMM_1882, TgTigrScan_3605, TgTwinScan_1915, mrna.TGME49_104770A, tigr:cds.TGME49_104770A	
TGME49_304870	-1.1	0.46	0.6	1891.t000001, 541.m01140, TGME49_104870, mrna.TGME49_104870A, tigr:cds.TGME49_104870A	
TGME49_304880	-1	1.14	1.18	1891.t000002, 541.m01141, TGME49_104880, TgGLEAN_1606, TgGlmHMM_1883, TgTigrScan_4683, mrna.TGME49_104880A, tigr:cds.TGME49_104880A	
TGME49_304890	-2	2.88	3.85	1891.t000003, 541.m01142, TGME49_104890, TgGLEAN_1610, TgTigrScan_4684, TgTwinScan_1918, mrna.TGME49_104890A, tigr:cds.TGME49_104890A	
TGME49_304900	-1.7	3.54	4.35	1891.t000004, 541.m00146, TGME49_104900, TgGLEAN_1605, TgGlmHMM_1883, TgTigrScan_4685, TgTwinScan_1919, mrna.TGME49_104900A, tigr:cds.TGME49_104900A	
TGME49_304910	-1.5	2.46	3	1891.t000005, TGME49_104910, TgGLEAN_1604, TgGlmHMM_1883, TgTigrScan_4685, TgTwinScan_1920, mrna.TGME49_104910A, tigr:cds.TGME49_104910A	
TGME49_304920	-1.1	0	0.15	1891.t000006, 541.m02516, TGME49_104920, TgGLEAN_1611, TgGlmHMM_1884, TgTwinScan_1921, mrna.TGME49_104920A, tigr:cds.TGME49_104920A	
TGME49_304930	-3	1.9	3.48	1891.t000007, 541.m02037, TGME49_104930, TgGLEAN_1612, TgGlmHMM_1884, TgTigrScan_4686, mrna.TGME49_104930A, tigr:cds.TGME49_104930A	
TGME49_304955	-1.6	2.28	2.98	1891.t000008, 541.m01144, 541.m02060, TGME49_104950, TGME49_104960, TgGLEAN_1603, TgGlmHMM_1885, TgTigrScan_4687, TgTwinScan_1922, mrna.TGME49_104950A, mrna.TGME49_104960A, tigr:cds.TGME49_104950A, tigr:cds.TGME49_104960A	
TGME49_304970	-1.5	3.62	4.23	1891.t000010, 541.m00125, TGME49_104970, TgGLEAN_1613, TgGlmHMM_1886, TgTigrScan_4689, TgTwinScan_1923, mrna.TGME49_104970A, tigr:cds.TGME49_104970A	
TGME49_304980	1	0	0	1891.t000011, 541.m02515, TGME49_104980, TgGLEAN_1602, TgTigrScan_2902, mrna.TGME49_104980A, tigr:cds.TGME49_104980A	
TGME49_304990	-1.3	4.64	5.02	1891.t000012, 541.m01146, TGME49_104990, TgGLEAN_1614, TgGlmHMM_1886, TgTigrScan_2903, TgTwinScan_1924, TgTwinScan_1925, mrna.TGME49_104990A, tigr:cds.TGME49_104990A	
TGME49_305000	-1.3	0	0.4	1891.t000013, 541.m02059, TGME49_105000, mrna.TGME49_105000A, tigr:cds.TGME49_105000A	
TGME49_305010	-1.3	5.56	5.94	1891.t000014, 541.m01147, TGME49_105010, TgGLEAN_1601, TgGlmHMM_1887, TgTigrScan_2904, TgTwinScan_1926, mrna.TGME49_105010A, tigr:cds.TGME49_105010A	
TGME49_305020	-1.4	2.73	3.17	1891.t000015, 541.m01148, TGME49_105020, TgGLEAN_1615, TgGlmHMM_1888, TgTigrScan_2905, TgTigrScan_2906, TgTwinScan_1927, mrna.TGME49_105020A, tigr:cds.TGME49_105020A	
TGME49_305030	-1.8	4.35	5.18	1891.t000016, 541.m01149, TGME49_105030, TgGLEAN_1600, TgGlmHMM_1889, TgTigrScan_2907, TgTwinScan_1928, mrna.TGME49_105030A, tigr:cds.TGME49_105030A	
TGME49_305040	-1.3	4.63	5	1891.t000018, 541.m00145, TGME49_105040, TgGLEAN_1599, TgGlmHMM_1890, TgTigrScan_2907, TgTwinScan_1929, mrna.TGME49_105040A, tigr:cds.TGME49_105040A	
TGME49_305050	-2.4	3.51	4.79	1891.t000019, 541.m01151, TGME49_105050, TgGLEAN_1616, TgGlmHMM_1891, TgTwinScan_1930, mrna.TGME49_105050A, tigr:cds.TGME49_105050A	
TGME49_305060	-1.4	5.39	5.9	1891.t000020, 541.m00144, TGME49_105060, TgGLEAN_1598, TgGlmHMM_1892, TgTigrScan_2907, TgTwinScan_1931, mrna.TGME49_105060A, tigr:cds.TGME49_105060A	
TGME49_305070	-1.4	5.59	6.1	1891.t000021, 541.m00144, TGME49_105070, TgGLEAN_1598, TgGlmHMM_1892, TgTigrScan_2907, TgTwinScan_1931, mrna.TGME49_105070A, tigr:cds.TGME49_105070A	
TGME49_305080	-1.5	4.64	5.23	1891.t000022, 541.m01153, TGME49_105080, TgGLEAN_1597, TgGlmHMM_1892, TgTigrScan_2908, TgTwinScan_1931, mrna.TGME49_105080A, tigr:cds.TGME49_105080A	
TGME49_305090	-1.1	5.2	5.37	1891.t000023, 541.m02038, TGME49_105090, TgGlmHMM_1893, mrna.TGME49_105090A, tigr:cds.TGME49_105090A	
TGME49_305100	-3.4	0.96	2.74	1891.t000024, 541.m01154, TGME49_105100, TgGLEAN_1617, TgGlmHMM_1893, TgTigrScan_2909, TgTwinScan_1932, mrna.TGME49_105100A, tigr:cds.TGME49_105100A	
TGME49_305110	-1	4.43	4.47	1891.t000025, 541.m01155, TGME49_105110, TgGLEAN_1618, TgGlmHMM_1893, TgTigrScan_2910, mrna.TGME49_105110A, tigr:cds.TGME49_105110A	
TGME49_305120	-1.7	4.8	5.57	1891.t000026, 541.m01156, TGME49_105120, TgGLEAN_1619, TgGlmHMM_1893, TgTigrScan_2911, TgTwinScan_1933, mrna.TGME49_105120A, tigr:cds.TGME49_105120A	
TGME49_305130	-2.6	1.93	3.33	1891.t000027, 541.m02518, TGME49_105130, TgGlmHMM_1893, TgTigrScan_2911, mrna.TGME49_105130A, tigr:cds.TGME49_105130A	
TGME49_305140	-1.8	2.89	3.77	1891.t000028, 541.m01157, TGME49_105140, TgGLEAN_1620, TgGLEAN_1621, TgGlmHMM_1893, TgTigrScan_2912, TgTigrScan_2913, TgTwinScan_1934, mrna.TGME49_105140A, tigr:cds.TGME49_105140A	
TGME49_305150	-1.8	2.38	3.21	1891.t000029, 541.m01158, TGME49_105150, TgGLEAN_1622, TgGLEAN_1623, TgGlmHMM_1893, TgTigrScan_2914, TgTwinScan_1935, TgTwinScan_1936, mrna.TGME49_105150A, tigr:cds.TGME49_105150A	
TGME49_305160	-1.2	2.01	2.26	1891.t000030, 541.m02039, TGME49_105160, TgGLEAN_1624, TgGlmHMM_1893, TgTigrScan_2915, TgTwinScan_1937, mrna.TGME49_105160A, tigr:cds.TGME49_105160A	
TGME49_305180	-1.7	2.53	3.28	1891.t000031, 541.m01159, TGME49_105180, TgGLEAN_1595, TgGLEAN_1596, TgGlmHMM_1894, TgTigrScan_2916, TgTwinScan_1938, TgTwinScan_1939, mrna.TGME49_105180A, tigr:cds.TGME49_105180A	
TGME49_305190	-1.5	2.79	3.38	1891.t000032, 541.m01160, TGME49_105190, TgGLEAN_1594, TgGlmHMM_1895, TgTigrScan_2917, TgTwinScan_1940, mrna.TGME49_105190A, tigr:cds.TGME49_105190A	
TGME49_305200	-1.4	2.31	2.85	1891.t000033, 541.m01161, TGME49_105200, TgGLEAN_1625, TgGlmHMM_1896, TgTigrScan_2918, TgTwinScan_1941, mrna.TGME49_105200A, tigr:cds.TGME49_105200A	
